PID,月/month,日期/date,部门/bumen,团队/team,产品/product,总代/zhongdai,渠道号/qudaohao,媒体/meiti,投放方式/method,代理/agency,实际消耗/spend,展示/view,点击/click,安装量/install,remark/tiaoshuxiaohao,remark/danjiafuwufeidianshu,remark/ID,填报人/reporter
1,9月,2024/9/30,a8短信,w,ir6,167,1670001,短信,,坤总通道（w）,494,,,,50991,0.00969,,admin
